NDC,RxNorm,Count_10years
40986-01952,,43
40986-01953,,198
40986-01956,161,3
40986-01957,161,3
40986-01958,82003,4
40986-01961,,11
40986-01962,82003,20
40986-01965,5032,74
40986-01968,700858,1
40986-01969,6205,74
40986-01970,,4
40986-01974,8163,24
40986-01975,8163,24
40986-01976,,4
40986-01980,161,201
40986-01981,161,201
40986-01985,,4
40986-01986,82003,92
40986-01987,,36
40986-01989,,3
40986-01991,2286,1
40986-01993,161,201
40986-01997,,19
40986-01998,,6
40986-02000,1378,3
40986-02001,2400,1
40986-02003,2400,2
40986-02006,161,4
40986-02007,161,4
40986-02008,7393,4513
40986-02009,6536,321
40986-02010,11248,2610
40986-02011,3289,16
40986-02013,,2
40986-02018,,1
40986-02019,1291,780
40986-02027,27334,2
40986-02028,2062,10
40986-02029,8570,12
40986-02030,,29
40986-02031,1399,2
40986-02032,6387,2
40986-02033,,6
40986-02037,,7
40986-02040,1992,68
40986-02042,,15
40986-02043,,5
40986-02044,1588,108
40986-02045,1151,14305
40986-02046,1151,119
40986-02047,1151,151
40986-02048,66869,86
40986-02049,252832,30
40986-02050,,5
40986-02051,,12
40986-02052,,6
40986-02053,,15
40986-02054,2714,490
40986-02055,,136
40986-02056,1605775,82
40986-02057,11256,2864
40986-02058,,43
40986-02059,4419,52219
40986-02060,1673560,174
40986-02061,659476,188
40986-02062,,25
40986-02063,11359,626
40986-02064,,125
40986-02065,236344,300
40986-02066,318340,270
40986-02067,618060,45
40986-02068,700849,2
40986-02069,,5
40986-02070,42954,237
40986-02071,,306
40986-02072,,4
40986-02073,1151,53
40986-02074,1151,3
40986-02075,1151,23
40986-02076,1897,2178
40986-02077,1897,3183
40986-02078,1897,3183
40986-02079,2418,361
40986-02080,2669,19
40986-02081,,12
40986-02082,21406,1077
40986-02083,21406,1317
40986-02084,21406,7
40986-02085,11256,2864
40986-02086,,12
40986-02088,203219,881
40986-02089,282691,10
40986-02090,265647,20
40986-02091,265647,24
40986-02092,1673560,15
40986-02093,700878,7
40986-02094,239069,16
40986-02095,2473,1076
40986-02096,2473,1076
40986-02097,2473,1076
40986-02098,2473,492
40986-02099,2473,323
40986-02101,161,1
40986-02103,161,1
40986-02104,161,1
40986-02105,1191,1
40986-02106,161,261
40986-02107,5032,2
40986-02108,125933,420
40986-02118,6468,68
40986-02119,8214,86
40986-02120,259158,100
40986-02121,,14
40986-02122,6711,177
40986-02123,,30
40986-02124,790423,16
40986-02125,,21
40986-02126,,56
40986-02127,81782,50
40986-02128,1537753,58
40986-02131,161,1
40986-02132,161,1
40986-02133,,18
40986-02134,,6
40986-02135,,3
40986-02136,,321
40986-02137,,102
40986-02138,,579
40986-02139,,730
40986-02140,,394
40986-02141,,398
40986-02142,,750
40986-02143,,1665
40986-02144,,1580
40986-02145,235496,80
40986-02148,,1
40986-02149,161,8
40986-02151,8570,10
40986-02152,,198
40986-02162,5640,562
40986-02163,1897,1
40986-02164,161,201
40986-02165,161,201
40986-02166,10637,1
40986-02168,28889,2048
40986-02169,8163,2
40986-02170,,1
40986-02171,161,1
40986-02174,161,1
40986-02176,2623,9
40986-02177,4278,13
40986-02179,6932,1626
40986-02183,1767,1
40986-02184,1767,1
40986-02185,1767,1
40986-02186,161,1
40986-02187,161,1
40986-02190,3289,15
40986-02191,3289,15
40986-02192,3289,24
40986-02202,6468,1
40986-02203,6468,1
40986-02214,161,2
40986-02216,5492,3609
40986-02217,27334,116
40986-02218,4850,67289
40986-02220,,72
40986-02221,,76
40986-02222,11248,434
40986-02223,,84
40986-02224,1897,9421
40986-02227,,36
40986-02228,,86
40986-02230,1897,5535
40986-02231,2418,905
40986-02232,285245,5458
40986-02240,6581,3916
40986-02241,,1
40986-02250,161,4
40986-02255,8611,2
40986-02257,,4
40986-02259,1399,2
40986-02263,8896,160
40986-02265,,1
40986-02266,6972,142
40986-02269,,2664
40986-02271,,4491
40986-02272,,122
40986-02273,4419,52219
40986-02281,9143,71
40986-02282,,6
40986-02283,161,1
40986-02285,3289,2
40986-02286,5032,1
40986-02290,3289,5
40986-02299,3498,7
40986-02300,2623,2188
40986-02301,,675
40986-02302,,1
40986-02313,722291,1
40986-02315,161,1
40986-02319,,26
40986-02321,20610,63523
40986-02322,20610,63523
40986-02324,9143,71
40986-02329,,687
40986-02330,,687
40986-02331,,687
40986-02332,,687
40986-02333,,244
40986-02334,,244
40986-02335,,8
40986-02336,,8
40986-02337,,8
40986-02338,,8
40986-02339,,8
40986-02340,,8
40986-02342,6146,23
40986-02343,20610,124
40986-02348,1897,5535
40986-02349,1897,5535
40986-02350,5640,562
40986-02351,5640,562
40986-02352,,202
40986-02353,,202
40986-02354,,202
40986-02355,,9476
40986-02356,,9476
40986-02357,,9476
40986-02367,,1258
40986-02368,,647
40986-02369,,140
40986-02372,314881,1
40986-02373,1992,1
40986-02374,5032,3
40986-02377,,6
40986-02378,161,1
40986-02379,161,1
40986-02380,20610,63523
40986-02382,3289,5
40986-02383,7646,30275
40986-02384,7646,30275
40986-02385,7646,30275
40986-02386,,28
40986-02388,824563,1
40986-02389,28889,1370
40986-02397,,2664
40986-02400,1191,232
40986-02405,8120,9
40986-02411,5492,2
40986-02413,,12
40986-02420,,10
40986-02430,,15
40986-02431,36387,8
40986-02432,,4
40986-02444,2418,24
40986-02445,2418,43
40986-02446,2418,31
40986-02447,9525,3
40986-02449,6468,164
40986-02450,1191,352243
40986-02456,161,2
40986-02457,221147,100051
40986-02458,221147,100051
40986-02459,221147,100051
40986-02471,3289,14
40986-02472,3289,14
40986-02483,5640,57965
40986-02499,,1
40986-02500,,1
40986-02501,,10
40986-02507,6932,29
40986-02535,161,2
40986-02536,161,9
40986-02541,,2
40986-02545,8120,25
40986-02555,4910,5
40986-02562,2418,9
40986-02563,2418,13
40986-02571,9863,17684
40986-02583,,14
40986-02585,9863,23
40986-02588,161,1
40986-02590,161,2
40986-02593,5640,562
40986-02599,3498,4
40986-02600,3498,4
40986-02602,161,2
40986-02603,161,1
40986-02604,161,1
40986-02605,161,25
40986-02607,161,3
40986-02608,2266754,158
40986-02611,,58
40986-02618,2473,323
40986-02620,2418,24
40986-02621,4511,8780
40986-02622,4419,52219
40986-02630,,7
40986-02641,,16
40986-02642,,16
40986-02643,,21
40986-02644,,12
40986-02668,,12
40986-02687,,4834
40986-02688,,4834
40986-02689,,1039
40986-02706,3498,562
40986-02707,3498,562
40986-02708,87636,88
40986-02709,87636,36775
40986-02711,,16
40986-02721,8597,17
40986-02722,161,201
40986-02723,161,201
40986-02743,20610,124
40986-02745,161,3
40986-02746,161,3
40986-02747,161,3
40986-02757,,4
40986-02758,,245
40986-02763,7812,3
40986-02764,1291,21
40986-02765,311694,6
40986-02769,221147,100051
40986-02771,,10
40986-02772,,198
40986-02785,4919,78
40986-02786,7393,608
40986-02790,,131
40986-02811,1399,2
40986-02840,,8
40986-02843,17128,8297
40986-02844,17128,8297
40986-02845,7646,384
40986-02852,3289,1
40986-02862,28889,1682
40986-02863,20610,323
40986-02866,161,3
40986-02867,161,3
40986-02869,,11
40986-02870,,3
40986-02874,,6
40986-02883,161,261
40986-02884,161,261
40986-02905,2418,2192
40986-02906,2418,12791
40986-02907,2418,27599
40986-02914,4419,17033
40986-02916,11248,266
40986-02918,6711,8011
40986-02919,1091,245
40986-02936,3498,29
40986-02938,,161
40986-02939,161,1
40986-02940,161,1
40986-02941,161,1
40986-02942,161,1
40986-02957,2358,14
40986-02964,,127
40986-02971,5640,664
40986-02978,20610,9
40986-02979,4419,52219
40986-02981,7407,8265
40986-02982,7407,1916
40986-02983,7407,8265
40986-02984,7407,1916
40986-02985,7407,8265
40986-02986,7407,1916
40986-02987,7407,8265
40986-02988,7407,1916
40986-02989,7407,1554
40986-02990,7407,908
40986-02991,7407,371
40986-02992,5640,57965
40986-02998,9863,22
40986-03010,161,201
40986-03011,5640,57965
40986-03013,,4
40986-03017,8120,9
40986-03018,7646,324
40986-03019,7646,324
40986-03020,7646,324
40986-03031,8514,1
40986-03032,6146,23
40986-03033,8514,50
40986-03034,2062,1
40986-03036,7247,5
40986-03038,1309239,756
40986-03041,87636,36775
40986-03042,87636,36775
40986-03064,,10
40986-03066,,2
40986-03067,,2
40986-03068,,30
40986-03069,,30
40986-03072,,2
40986-03078,,7
40986-03079,,4
40986-03080,,13
40986-03081,,8
40986-03082,,81
40986-03085,87636,16
40986-03088,314881,1
40986-03095,8896,2333
40986-03109,7407,8265
40986-03110,7407,1916
40986-03121,161,1
40986-03131,161,1
40986-03140,3289,14
40986-03143,5640,26336
40986-03149,5640,57965
40986-03150,5640,57965
40986-03151,5640,57965
40986-03152,5640,57965
40986-03153,5640,57965
40986-03154,5640,57965
40986-03155,5640,57965
40986-03156,5640,57965
40986-03157,5640,57965
40986-03159,5640,57965
40986-03160,5640,57965
40986-03161,5640,57965
40986-03168,3498,31
40986-03184,161,1
40986-03185,161,27
40986-03186,161,54
40986-03187,161,54
40986-03188,161,54
40986-03189,161,54
40986-03195,7258,10940
40986-03196,7258,10940
40986-03197,7258,10940
40986-03198,7258,10940
40986-03210,1886,5
40986-03212,2400,15
40986-03213,2400,15
40986-03214,2400,2
40986-03216,5032,5
40986-03219,1191,352243
40986-03220,1191,352243
40986-03221,1191,352243
40986-03222,161,54
40986-03223,161,7
40986-03224,1886,5
40986-03227,161,10
40986-03228,161,10
40986-03229,161,3
40986-03230,161,3
40986-03231,161,3
40986-03241,3498,29
40986-03251,1191,31852
40986-03252,1191,31852
40986-03253,41126,457137
40986-03262,161,10
40986-03280,161,4
40986-03283,,2
40986-03284,36387,27
40986-04001,,1921
40986-04002,,2899
40986-04003,,687
40986-04004,790419,9
40986-04005,,136
40986-04006,,80
40986-04007,6205,49
40986-04008,790428,43
40986-04009,,48
40986-04010,,7
40986-04011,,6
40986-04012,,65
40986-04013,,16
40986-04014,,143
40986-05097,6984,24
40986-05098,6984,5
40986-05137,6750,3
40986-05146,36345,1
40986-05147,1418,1
40986-05157,9525,3
40986-05158,,1
40986-05159,,1
40986-05163,,45
40986-05164,,45
40986-05173,,12
40986-05200,1117233,1
40986-05232,46241,4
40986-05622,,10
40986-05623,,12
40986-09227,,13
41100-00195,612,3
41100-00325,612,3
41100-00551,1596,33
41100-01509,7812,4
41100-01511,7812,14
41100-05780,612,3
41100-06066,28889,622
41100-06087,28889,622
41100-06178,,1
41100-07013,612,2
41100-07070,612,2
41100-07138,612,2
41100-07296,1596,33
41100-07299,1596,33
41100-07468,11423,5
41100-07500,11423,5
41100-07524,,5
41100-07857,,6
41100-07996,,1
41100-08016,28889,21862
41100-08018,28889,21862
41100-08022,28889,21862
41100-08043,8896,3147
41100-08049,8896,3147
41100-08050,,10
41100-08059,,6
41100-08099,8896,3552
41100-08682,,1
41100-08725,11423,5
41100-09352,,5
41100-17930,82003,9
41100-40896,2623,2360
41100-56454,221147,47632
41100-57254,28889,622
41100-57909,28889,2
41100-58530,28889,622
41100-80140,161,40
41100-80208,8896,3552
41100-80217,8896,3552
41100-80247,28889,21862
41100-80289,8896,3147
41100-80293,28889,622
41100-80317,28889,21862
41100-80319,8896,3552
41100-80363,28889,21862
41100-80463,28889,8736
41100-80465,28889,8736
41100-80510,28889,21862
41100-80519,28889,8736
41100-80521,28889,218
41100-80531,28889,218
41100-80545,,88
41100-80548,1378,4
41100-80554,28889,218
41100-80584,7812,14
41100-80586,6146,12
41100-80602,28889,622
41100-80604,28889,622
41100-80606,28889,622
41100-80610,28889,6514
41100-80614,28889,21862
41100-80619,28889,6514
41100-80650,221147,47632
41100-80657,28889,2392
41100-80668,161,10
41100-80676,221147,6611
41100-80678,28889,622
41100-80701,28889,6514
41100-80727,28889,2392
41100-80729,161,15
41100-80735,2400,51
41100-80743,3289,359
41100-80747,28889,2392
41100-80770,221147,47632
41100-80797,7812,319
41100-80798,28889,6514
41100-80808,161,239
41100-80886,28889,21862
41100-80955,28889,2392
41100-80964,28889,21862
41100-80973,28889,6514
41100-80981,28889,2392
41100-80989,28889,622
41100-81008,161,57
41100-81014,28889,21862
41100-81035,28889,8736
41100-81053,28889,6514
41100-81076,221147,47632
41100-81086,8896,3147
41100-81088,8896,3147
41100-81092,28889,21862
41100-81099,28889,2
41100-81101,28889,2
41100-81102,28889,2
41100-81110,28889,622
41100-81114,28889,2
41100-81119,7812,9
41100-81123,7812,319
41100-81124,,135
41100-81125,7812,319
41100-81132,11423,55
41100-81232,,1
41100-82033,7812,7
41100-82067,28889,2392
41100-82071,221147,47632
41100-82073,221147,47632
41100-82076,221147,47632
41100-85457,7812,2480
41100-89543,11423,55
41163-001-02,4278,2
41163-001-51,4278,2
41163-001-71,4278,2
41163-010-71,161,2
41163-010-78,161,2
41163-020-26,11423,2
41163-021-71,36387,24
41163-021-78,36387,24
41163-029-25,7407,4
41163-029-96,7407,4
41163-052-07,4278,2
41163-054-52,8896,1
41163-054-60,8896,1
41163-054-65,8896,1
41163-057-05,5640,7
41163-061-10,7812,2
41163-065-10,7812,2
41163-072-12,,1
41163-072-77,,1
41163-072-86,,1
41163-074-71,5640,4
41163-074-78,5640,4
41163-075-02,1291,2
41163-084-63,36387,6
41163-086-63,1596,4
41163-092-08,28889,4
41163-100-02,41126,1
41163-101-12,6581,5
41163-105-07,,1
41163-111-12,6581,5
41163-114-71,5640,4
41163-114-78,5640,4
41163-118-35,,2
41163-118-45,,2
41163-120-21,20063,9
41163-130-26,161,1
41163-145-04,161,1
41163-151-12,6581,5
41163-157-12,1191,1
41163-157-14,1191,1
41163-157-17,1191,1
41163-165-22,8896,1
41163-165-52,8896,1
41163-166-26,5640,2
41163-166-34,5640,2
41163-170-25,7407,5
41163-170-96,7407,5
41163-174-40,7258,6
41163-175-26,161,1
41163-187-71,161,2
41163-187-76,161,2
41163-187-78,161,2
41163-194-02,4278,2
41163-194-51,4278,2
41163-194-71,4278,2
41163-198-30,5640,10
41163-206-25,7407,4
41163-21630,7407,100
41163-21632,7407,100
41163-21636,7407,58
41163-21640,7407,43
41163-227-71,161,2
41163-227-78,161,2
41163-23031,,163
41163-23032,,25
41163-23035,1151,61
41163-23106,1151,49
41163-23109,1151,11
41163-23117,11256,24
41163-23141,1151,61
41163-23154,11248,19
41163-23158,,8
41163-23160,,41
41163-23173,19143,3
41163-23174,6536,1
41163-23182,1151,2
41163-23189,1151,1
41163-23324,235496,5
41163-23325,235496,5
41163-23330,9863,14
41163-23331,9863,14
41163-23346,1897,1
41163-23375,161,2
41163-23516,,2
41163-23523,198971,17
41163-23530,1151,2
41163-23567,11256,24
41163-23569,,42
41163-23581,4511,34
41163-23585,,3
41163-236-96,3498,6
41163-238-01,82003,41
41163-238-09,,1
41163-238-20,82003,41
41163-23835,1897,3
41163-23852,21406,2
41163-23860,,1
41163-23870,11256,24
41163-242-30,9796,3
41163-24425,36387,4
41163-24463,,1
41163-24466,,9
41163-24477,8345,1
41163-24505,41397,1
41163-251-46,10637,2
41163-251-47,10637,2
41163-254-71,,2
41163-254-88,,2
41163-254-89,,2
41163-254-90,,2
41163-255-10,5640,7
41163-25578,4910,1
41163-25583,1596,4
41163-25597,1897,1
41163-25674,3498,2
41163-25691,36387,24
41163-26109,,1
41163-2631-09,,1
41163-26603,,15
41163-26604,11248,2
41163-26605,,1
41163-26606,42954,18
41163-26609,1151,61
41163-26610,1151,49
41163-26611,,11
41163-26614,11256,24
41163-26615,11256,7
41163-26617,,3
41163-26621,24947,63
41163-26626,1897,2
41163-26627,41967,276
41163-26628,23247,13
41163-26631,,19
41163-26635,1151,11
41163-26636,1151,2
41163-26643,,31
41163-26649,58300,2
41163-26654,1897,3
41163-26663,9504,1
41163-26664,,7
41163-26665,,2
41163-26666,9504,1
41163-26667,,21
41163-26668,,21
41163-26669,2473,1
41163-26673,1897,3
41163-26675,,8
41163-26678,2418,5
41163-272-62,161,2
41163-291-16,5640,4
41163-291-29,5640,4
41163-297-71,5640,4
41163-297-78,5640,4
41163-297-90,5640,4
41163-306-01,221147,1
41163-306-02,221147,1
41163-306-03,221147,1
41163-309-01,7812,2
41163-318-12,,1
41163-318-86,,1
41163-332-35,6581,5
41163-332-40,6581,5
41163-341-90,6932,1
41163-344-05,7407,8
41163-344-23,7407,8
41163-352-60,7407,4
41163-352-78,7407,4
41163-357-40,612,1
41163-367-06,3498,2
41163-374-71,161,2
41163-374-78,161,2
41163-374-85,161,2
41163-379-26,3498,1
41163-379-34,3498,1
41163-386-22,3642,2
41163-388-10,7812,2
41163-392-12,5640,4
41163-393-12,5640,4
41163-393-15,5640,4
41163-396-35,6581,54
41163-396-40,6581,54
41163-401-41,,3
41163-402-41,,3
41163-40348,2473,6
41163-40354,,8
41163-40355,,42
41163-40412,1897,3
41163-405-72,161,2
41163-405-78,161,2
41163-405-98,,5
41163-407-01,,2
41163-40963,6873,7
41163-40964,9796,3
41163-40991,161,7
41163-41147,41967,276
41163-41148,1151,11
41163-41152,8214,7
41163-41153,24947,63
41163-41154,21406,2
41163-412-99,161,3
41163-41301,161,3
41163-41302,161,3
41163-41352,,1
41163-41377,89821,1
41163-41414,,13
41163-41415,,13
41163-416-78,1191,1
41163-416-87,1191,1
41163-416-90,1191,1
41163-416-93,1191,1
41163-41776,5640,4
41163-41866,283434,1
41163-41869,200017,1
41163-42193,,2
41163-42194,,2
41163-42196,,2
41163-422-25,7407,5
41163-42350,24947,6
41163-42685,28889,4
41163-42697,,3
41163-428-65,9796,3
41163-428-71,9796,3
41163-42853,3498,2
41163-42859,6404,217
41163-42886,24947,6
41163-43021,,58
41163-431-62,3498,2
41163-43872,2400,1
41163-43874,2400,1
41163-44070,,21
41163-44071,,10
41163-441-67,3642,2
41163-44659,,21
41163-44660,,21
41163-44661,,21
41163-44662,,26
41163-450-08,161,2
41163-45129,5640,10
41163-45130,5640,10
41163-45285,37801,2
41163-456-78,7407,4
41163-45711,,30
41163-45712,6582,2
41163-45713,89903,19
41163-45714,1897,1
41163-45715,21406,28
41163-45716,6205,5
41163-45717,,4
41163-45718,260038,6
41163-45721,,2
41163-45722,199575,77
41163-45725,200017,1
41163-45726,200364,6
41163-45730,6404,217
41163-45731,21406,40
41163-45732,21406,29
41163-45734,11256,24
41163-45738,,1
41163-45744,723839,7
41163-45745,1897,3
41163-45755,,6
41163-45756,,6
41163-45758,,3
41163-45760,,3
41163-45763,,2
41163-458-02,20610,1
41163-458-39,20610,1
41163-458-65,20610,1
41163-458-66,20610,1
41163-458-72,20610,1
41163-458-76,20610,1
41163-458-95,20610,1
41163-45827,82003,41
41163-46005,,2
41163-46006,2418,110
41163-46056,3498,2
41163-46109,,44
41163-46113,3498,1
41163-46114,,6
41163-462-62,3498,2
41163-462-78,3498,2
41163-46693,,37
41163-46694,,37
41163-46718,5640,10
41163-46719,5640,10
41163-46734,3498,6
41163-46835,,1
41163-46837,,42
41163-46838,,42
41163-46858,,8
41163-46859,,6
41163-46861,2418,19
41163-46862,,7
41163-46863,,7
41163-46864,21406,2
41163-46865,198654,7
41163-46866,477050,16
41163-46867,252704,9
41163-46868,1091242,2
41163-46870,,43
41163-46871,,22
41163-46872,,44
41163-46887,1246062,2
41163-46888,6404,39
41163-46890,,10
41163-46892,,1
41163-46893,,1
41163-46895,,1
41163-46896,,2
41163-46944,484348,100
41163-46945,484348,100
41163-46946,484348,100
41163-46948,1041790,123
41163-46949,484348,100
41163-46963,6205,2
41163-47029,2418,59
41163-47030,,9
41163-47031,,13
41163-47133,36387,47
41163-47487,21406,29
41163-47531,6205,10
41163-47532,6873,7
41163-477-72,20063,9
41163-477-75,20063,9
41163-477-92,20063,9
41163-478-36,1897,1
41163-478-47,1897,1
41163-479-62,3498,1
41163-479-78,3498,1
41163-484-62,161,2
41163-484-71,161,2
41163-484-76,161,2
41163-484-78,161,2
41163-484-82,161,2
41163-484-85,161,2
41163-484-90,161,2
41163-485-47,1897,1
41163-486-78,82003,41
41163-486-82,82003,41
41163-48655,161,1
41163-487-05,3289,1
41163-48827,3498,2
41163-49001,,31
41163-49017,484348,100
41163-49018,41967,32
41163-49048,,1
41163-49136,1151,49
41163-49148,11256,24
41163-49248,,58
41163-49261,,1
41163-49318,,26
41163-49322,1092185,7
41163-49349,,4
41163-49351,,11
41163-49473,6205,10
41163-49509,,1
41163-49511,,31
41163-49521,6205,4
41163-49522,6205,2
41163-49564,,2
41163-49565,,2
41163-49601,,3
41163-49673,,1
41163-49674,,1
41163-49720,1309239,1
41163-49721,,2
41163-49724,,1
41163-49770,,2
41163-49772,,5
41163-49778,,1
41163-49779,,44
41163-49809,,1
41163-49816,,4
41163-49817,,4
41163-49856,259351,1
41163-517-71,5640,4
41163-517-78,5640,4
41163-519-08,161,2
41163-519-12,161,2
41163-519-15,161,2
41163-519-29,161,2
41163-532-78,7407,5
41163-535-76,1191,4
41163-535-87,1191,4
41163-544-71,161,7
41163-544-78,161,7
41163-544-83,161,7
41163-557-35,8896,1638
41163-560-08,161,1
41163-561-60,3498,2
41163-565-80,3498,2
41163-571-01,87636,2
41163-571-13,87636,2
41163-571-22,87636,2
41163-571-39,87636,2
41163-571-75,87636,2
41163-571-95,87636,2
41163-578-26,3289,1
41163-590-16,161,1
41163-597-30,9796,3
41163-601-50,7407,5
41163-601-62,7407,5
41163-601-98,7407,5
41163-604-11,5640,4
41163-604-59,5640,4
41163-604-62,5640,4
41163-604-71,5640,4
41163-604-72,5640,4
41163-604-76,5640,4
41163-604-78,5640,4
41163-604-82,5640,4
41163-604-85,5640,4
41163-604-90,5640,4
41163-612-46,28889,5
41163-612-58,28889,5
41163-612-60,28889,5
41163-612-65,28889,5
41163-612-72,28889,5
41163-612-75,28889,5
41163-612-95,28889,5
41163-629-62,36387,6
41163-629-63,36387,6
41163-647-62,5640,4
41163-647-71,5640,4
41163-647-76,5640,4
41163-647-78,5640,4
41163-647-85,5640,4
41163-660-26,5640,2
41163-668-30,3289,2
41163-668-38,3289,2
41163-685-26,5640,2
41163-735-66,3289,1
41163-742-06,7258,6
41163-742-27,7258,6
41163-742-58,7258,6
41163-750-04,161,1
41163-751-14,161,1
41163-759-26,161,1
41163-770-21,6750,3
41163-807-01,,2
41163-814-62,3498,2
41163-816-30,797541,2
41163-825-29,6932,4
41163-851-40,612,1
41163-854-78,7407,5
41163-862-01,3289,1
41163-871-34,5499,1
41163-871-43,5499,1
41163-871-45,5499,1
41163-873-05,7407,10
41163-873-23,7407,10
41163-876-43,,2
41163-877-47,161,2
41163-877-71,161,2
41163-877-78,161,2
41163-877-79,161,2
41163-882-10,9796,2
41163-897-26,5640,2
41163-897-34,5640,2
41163-915-01,7646,62
41163-915-30,7646,62
41163-915-55,7646,62
41163-915-74,7646,62
41163-932-86,,1
41163-946-16,161,1
