rxcui	ndcs
485489	['00378312093', '00406995903', '35356082130', '40032012220', '40032012224', '40032012226', '46708038130', '50090356300', '50436463001', '53217020530', '53217020560', '53217020590', '53489065001', '53489065003', '53489065005', '53489065006', '53489065007', '53489065010', '60760095930', '62332038130', '65162058403', '65162058410', '65162058411', '65162058450', '67877014901', '67877014905', '67877014930', '70518194400', '70518200800']
539384	['00406991403']
198242	['00228207710', '00228207750', '00378505001', '00378505005', '00378505077', '00406996201', '00440847630', '00615780939', '00781220201', '00781220205', '33261010202', '33261010207', '33261010214', '33261010220', '33261010221', '33261010228', '33261010230', '33261010240', '33261010260', '33261010282', '33261010290', '33358033330', '35356066315', '35356066330', '35356066360', '35356066390', '40032012324', '40032012326', '43353026015', '43353026020', '43353026028', '43353026030', '43353026053', '43353026060', '46708038230', '46708038231', '46708038271', '46708038290', '49999034615', '49999034630', '49999034660', '49999034690', '50090235601', '50090380100', '50436462901', '50436462902', '51079041901', '51079041920', '52959045900', '52959045910', '52959045912', '52959045915', '52959045920', '52959045930', '52959045960', '53489065101', '53489065103', '53489065105', '53489065106', '53489065107', '53489065110', '55289066001', '55289066030', '55289066060', '55289066082', '55289066090', '60429050701', '60429050705', '61919026430', '61919043830', '62332038230', '62332038231', '62332038271', '62332038290', '63187032400', '63187049700', '63187049730', '63187049760', '63187049790', '63629105601', '63629105602', '63629105603', '63629105701', '63629162101', '63629162102', '63629162103', '63629162104', '63629162105', '63629771501', '63629771502', '63629771503', '63629771504', '63739012510', '65162055703', '65162055710', '65162055711', '65162055750', '66267032110', '66267032115', '66267032128', '66267032130', '66267032160', '66336000560', '67544012715', '67544012720', '67544012728', '67544012730', '67544012753', '67544012759', '67544012760', '67544028710', '67544028715', '67544028720', '67544028728', '67544028730', '67544028753', '67544028759', '67544028760', '67544037310', '67544037315', '67544037320', '67544037328', '67544037330', '67544037353', '67544037359', '67544037360', '67877014701', '67877014705', '68071408303', '68071410001', '68071410002', '68071410003', '68071410006', '68071410008', '68387019630', '68788690401', '68788690403', '68788690406', '68788690408', '68788690409', '68788698601', '68788698603', '68788698606', '68788698608', '68788698609', '71335052701', '71335052702', '71335052703', '71335052704', '71335052705', '71335052706', '71335052707', '71335052708', '71335052709', '71335115101', '71335115102', '71335115103', '71335115104', '71610010115', '71610010120', '71610010128', '71610010130', '71610010153', '71610010159', '71610010160', '71610026228', '71610026260']
208465	['00406991701']
198243	['00378311001', '00406996001', '00904643604', '00904643660', '40032012020', '40032012024', '40032012026', '42291079701', '43353015230', '43353015253', '43353015260', '43353071130', '43353071153', '43353071160', '46708037930', '46708037931', '53489064801', '53489064803', '53489064805', '53489064806', '53489064807', '53489064810', '62332037930', '62332037931', '63187071815', '63187071820', '63187071830', '63187071860', '63187071890', '63739000333', '65162058303', '65162058310', '65162058311', '65162058350', '67877014801', '67877014805', '67877014830', '68084054911', '68084054921', '71610000430', '71610000453', '71610000460']
208463	['00406991501', '00406991503']
261663	[]
114398	[]
580188	[]
37776	[]
835945	[]
835948	['00085138101']
317160	['00093760141', '00093760157', '00378526214', '00378526298', '00527177914', '00527177955', '00781269344', '00781269375', '16729005004', '16729005031', '16729005053', '16729005054', '43975025405', '43975025414', '47335089221', '47335089260', '47335089272', '47335089274', '47335089275', '47335089280', '47335089287', '50268076211', '50268076212', '51862008514', '51862008551', '59923070705', '59923070814', '62175024219', '62175024224', '64980033505', '64980033514', '65162080314', '65162080351', '67877053907', '67877053914', '68382075367', '68382075396', '70771109406', '70771109407']
261290	['00085136603', '00085136604', '00085136605']
700883	['00093763841', '00093763857', '00378526314', '00378526398', '00527178014', '00527178055', '00781269444', '00781269475', '16729012904', '16729012931', '16729012953', '16729012954', '43975025505', '43975025514', '47335092921', '47335092960', '47335092972', '47335092974', '47335092975', '47335092980', '47335092987', '50268076311', '50268076312', '51862008614', '51862008651', '59923070905', '59923071014', '62175024319', '62175024324', '64980033605', '64980033614', '65162080414', '65162080451', '67877054007', '67877054014', '68382075467', '68382075496', '70771109506', '70771109507']
705617	['00085142503', '00085142504', '00085142505']
700885	['00093763941', '00093763957', '00378526414', '00378526498', '00527178114', '00527178155', '00781269544', '00781269575', '16729013004', '16729013031', '16729013053', '16729013054', '43975025605', '43975025614', '47335093021', '47335093060', '47335093072', '47335093074', '47335093075', '47335093080', '47335093087', '51862008714', '51862008751', '59923071105', '59923071214', '62175024419', '62175024424', '64980033705', '64980033714', '65162080514', '65162080551', '67877054107', '67877054114', '68382075567', '68382075596', '70771109606', '70771109607']
705619	['00085143003', '00085143004', '00085143005']
313209	['00093760041', '00093760057', '00378526114', '00378526198', '00527177814', '00527177855', '00781269244', '00781269275', '16729004904', '16729004931', '16729004953', '16729004954', '43975025305', '43975025314', '47335089121', '47335089160', '47335089172', '47335089174', '47335089175', '47335089180', '47335089187', '50268076111', '50268076112', '51862008414', '51862008451', '59923070505', '59923070614', '62175024119', '62175024124', '64980033405', '64980033414', '65162080214', '65162080251', '67877053807', '67877053814', '68382075267', '68382075296', '70771109306', '70771109307']
261289	['00085151903', '00085151904', '00085151905']
313210	['00093760257', '00378526598', '00527178255', '00781269675', '16729005131', '16729005153', '43975025705', '47335089321', '47335089360', '47335089374', '47335089375', '47335089380', '47335089387', '51862008851', '59923071305', '62175024519', '62175024524', '64980033805', '65162080651', '67877054207', '68382075667', '68382075696', '70771109706', '70771109707']
261291	['00085141702', '00085141703']
313211	['00093759941', '00093759957', '00378526014', '00378526098', '00527177714', '00527177755', '00781269144', '00781269175', '16729004804', '16729004831', '16729004853', '16729004854', '43975025205', '43975025214', '47335089021', '47335089060', '47335089072', '47335089074', '47335089075', '47335089080', '47335089087', '51862008314', '51862008351', '59923070305', '59923070414', '62175024019', '62175024024', '64980033305', '64980033314', '65162080114', '65162080151', '67877053707', '67877053714', '68382075167', '68382075196', '70771109206', '70771109207']
261288	['00085300403', '00085300404', '00085300405']
282053	[]
94268	[]
220204	[]
220205	[]
220206	[]
220207	[]
657797	[]
220209	[]
827267	[]
220210	[]
220211	[]
259280	[]
313212	[]
284422	['50242003706', '50242012001', '50242012047']
71556	[]
10362	[]
1190911	[]
1721603	[]
1858261	[]
1858267	['61958230101']
1721604	[]
300195	[]
322248	[]
1243343	[]
1243346	['61958040301']
1243324	['65862081803', '65862081830', '69025010001']
1243326	['61958040401']
1243328	['65862081903', '65862081930', '67184051901', '67184051902', '69025010101']
1243330	['61958040501']
1243227	['65862082003', '65862082030', '67184052001', '67184052002', '69025010201']
1243229	['61958040601']
349251	['00093710456', '00904682104', '16714082001', '31722053501', '31722053505', '31722053510', '31722053530', '31722053560', '33342009607', '42291080030', '42385090103', '42385090150', '50268075811', '50268075812', '53808112801', '60505466603', '60687036625', '60687036695', '64380071404', '65862042130', '67184052101', '67184052102', '69025010301', '69076010503', '69097053302', '69097053315', '70518100200', '70518100201', '70518215100', '70518215101']
352050	['35356007306', '35356007330', '50090075400', '53808081001', '61958040101', '69189040101']
152413	[]
202390	[]
220214	[]
220215	[]
220216	[]
1366537	[]
261664	[]
284887	[]
220217	[]
220219	[]
220220	[]
37798	[]
313215	['00378226001', '00615133739', '00781205101', '00781205105', '00904612661', '33261021100', '33261021103', '33261021130', '33261021190', '42291082010', '50268076411', '50268076415', '51079093601', '51079093620', '52959082805', '52959082860', '53002125000', '53002125003', '53808030501', '53808030601', '53808030701', '53808105602', '55700075090', '58864064860', '58864064890', '59746038306', '59746038309', '59746038310', '59746038390', '60505011500', '60505011505', '63629452501', '63629452502', '63629452503', '63629452504', '63629452505', '63629452506', '67296126403', '67544015630', '67544058130', '67544058153', '67544058160', '68788981701', '68788981703', '68788981706', '68788981709', '70518034200', '71335078701', '71335078702', '71335078703', '71335078704', '71335078705', '71335078706', '76519116903', '76519116906']
208469	[]
313216	[]
260376	['00378157001', '00781205401', '00781205405', '10544028930', '10544028990', '33261087000', '33261087030', '42291082310', '50090065901', '50090237100', '50090237101', '50268076711', '50268076715', '53002172800', '53002172803', '55887048290', '58864087830', '59746038606', '59746038609', '59746038610', '59746038690', '60505011800', '60505011805', '63187062030', '63187062060', '63187062090', '65084040814', '65084040818', '67544016430', '67544016453', '67544016460', '67544056430', '67544056453', '67544056460', '67544056480']
208471	[]
313214	[]
313217	['00378226401', '00615133839', '00781205201', '00781205205', '00904612761', '33261021200', '33261021230', '33261021260', '33261021290', '35356096230', '35356096260', '35356096290', '42291082110', '50268076511', '50268076515', '50505011600', '51079093701', '51079093720', '51655067552', '53002172600', '53002172603', '53217021230', '53217021260', '53217021290', '53808030801', '53808030901', '53808092301', '55887051201', '58864046330', '59746038406', '59746038409', '59746038410', '59746038490', '60505011600', '60505011605', '60505011607', '65084037214', '65084037218', '65084037220', '65084037232', '65084037236', '66267038990', '67544056230', '67544056253', '67544056260', '67544056270', '67544056280', '67544056292', '67544056294', '68788981601', '68788981603', '68788981606', '68788981609', '70518007400']
208467	[]
313218	[]
313219	['00378226801', '00615133939', '00781205301', '00781205305', '00904612861', '42291082210', '49999022700', '49999022730', '49999022760', '49999022790', '50090194300', '50090194301', '50268076611', '50268076615', '51079093801', '51079093820', '51655067652', '52959082930', '52959082960', '53002172700', '53002172703', '53808031101', '53808093001', '58864071930', '58864071990', '59746038506', '59746038509', '59746038510', '59746038590', '60505011700', '60505011705', '60505011707', '63187045690', '63629141401', '63629141402', '63629141403', '63629141404', '65084040714', '65084040718', '65084040732', '66267032530', '67544008430', '67544008460', '67544008480', '67544056330', '67544056353', '67544056360', '67544056380', '68788981501', '68788981503', '68788981506', '68788981509', '70518031700', '70518187500']
208470	[]
313220	[]
235224	[]
37801	[]
415685	[]
901800	['00067623942']
746036	[]
753106	[]
746037	[]
753108	[]
313222	['00378571001', '00378571093', '00555054401', '00555054402', '00781541701', '00781541731', '16714050101', '16714050102', '16714079501', '16714079502', '24658018001', '24658018005', '24658018030', '31722020901', '31722020905', '31722020930', '33261041400', '33261041407', '33261041414', '33261041421', '33261041428', '33261041430', '33261041440', '33261041442', '33261041460', '33261041490', '42291080530', '43063059842', '43063059890', '43063090620', '43063090642', '43063090690', '43353089316', '50090357500', '50090357501', '50090365400', '50090365401', '51991052601', '51991052633', '52959099921', '52959099930', '52959099990', '55111025001', '55111025005', '55111025030', '55111025078', '55111025079', '55111025090', '55289005442', '55648074301', '55648074302', '55648074303', '55648074305', '55700034460', '55887011503', '60429022230', '60505257201', '60505257203', '61919045130', '61919045190', '63187021330', '63187021345', '63187021360', '63187021390', '63187079230', '63187079235', '63187079245', '63187079260', '63187079290', '63629280701', '63629280702', '63629280703', '63629280704', '63629280705', '63629280706', '63629280707', '63629813701', '64679074301', '64679074302', '64679074303', '64679074304', '65862007901', '65862007930', '65862007999', '67405050003', '67405050010', '67405054303', '67405054310', '68071164003', '68071450001', '68071457803', '68071471203', '68071487303', '68084075995', '68151132700', '68788718703', '68788745001', '68788745003', '68788909403', '69097085902', '69097085907', '69097085912', '70518119100', '70518119101', '70518174300', '71205006130', '71205006135', '71205006160', '71205006190', '71205012715', '71205012730', '71205012735', '71205012745', '71205015215', '71205015230', '71205015235', '71205015245', '71205015260', '71205015290', '71335025701', '71335025702', '71335025703', '71335025704', '71335025705', '71335025706', '71335025707', '71335025708', '71335091801', '71335091802', '71335091803', '71335091804', '71335091805', '71335091806', '71335091807', '71335091808', '71335112401', '71335112402', '71335112403', '71335112404', '71335112405', '71335112406', '71335112407', '71335112408', '76282020901', '76282020905', '76282020930']
